# p32 sites — machine-readable ledger (tools/string_sites.py --p32-tsv); consumed by lower.py --strings-sites
# dis sha256=5c1db5fb75c8c26a70eaeab5760213973d1c80e8711b6dacbb9c28376d4118f4
# blocks sha256=ba30a84139a7d2f489cdb6345eddde4dfdf6c77d6d75f2eaa14ab3df58a829d0
# mem sha256=1d44317d0995843e28fd576adffb8be977489975760def777d7e7c2a70803074
# pc	op	block	func	idiom	dest	verdict	category	reason	fold	ir	form	slice	chain
7016B88C	WCMV	7016B860	GET_QUEST	CONCAT-PIECE+CALLRESULT	c	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 2/2 of GET_QUEST ('frame', 1256)
7016B895	WCMV	7016B860	GET_QUEST	COPY-STR-EXACT+CALLRESULT	c	EMIT				[@ac2, ac0] = [@ac3, ac1]	register	6	piece 1/2 of GET_QUEST ('frame', 1504)
7016B89B	WCMV	7016B860	GET_QUEST	CONCAT-PIECE	c	EMIT			7016B896 7016B898 7016B89A	[@ac2, 163] = [@0x7016B07F:0, " has been abducted by evil Lord of Zorn,\x0Awho has imprisoned her in his impervious hold. Your quest is\x0Ato rescue the princess and return her to her home castle in \x0A"]	mixed	4	piece 2/2 of GET_QUEST ('frame', 1504)
7016B92B	WCMV	7016B91A	GET_QUEST	COPY-LIT-EXACT	a	EMIT			7016B924 7016B926 7016B928 7016B92A	[@bp(ac3, 0x4E8), 46] = [@0x7016B067:0, "The legend of Albion the giant is as follows:\x0A"]	expr	4	piece 1/2 of GET_QUEST ('frame', 1256)
7016B931	WCMV	7016B91A	GET_QUEST	CONCAT-PIECE	a	EMIT			7016B92C 7016B92E 7016B930	[@ac2, 166] = [@0x7016B013:0, "    Albion the giant is feared throughout the land. No\x0A    known arcane or physical harm can befall him. He can\x0A    only be defeated if the attacker holds a shard of\x0A"]	mixed	4	piece 2/2 of GET_QUEST ('frame', 1256)
7016B93A	WCMV	7016B91A	GET_QUEST	COPY-STR-EXACT	a	EMIT			7016B933 7016B935 7016B937 7016B939	[@bp(ac3, 0xBB4), 212] = [@bp(ac3, 0x4E8), 212]	expr	4	piece 1/2 of GET_QUEST ('frame', 2996); copy-out of GET_QUEST ('frame', 1256) (total MATCH)
7016B940	WCMV	7016B91A	GET_QUEST	CONCAT-PIECE	a	EMIT			7016B93B 7016B93D 7016B93F	[@ac2, 180] = [@0x7016AFB9:0, "    the crystal of Albion. The crystal was destroyed many\x0A    eons ago, but fragments remain on the island of Isenmark\x0A    located somewhere in the ocean north of Dragonia. Albion\x0A"]	mixed	4	piece 2/2 of GET_QUEST ('frame', 2996)
7016B949	WCMV	7016B91A	GET_QUEST	COPY-STR-EXACT	a	EMIT			7016B942 7016B944 7016B946 7016B948	[@bp(ac3, 0xD3C), 0x188] = [@bp(ac3, 0xBB4), 0x188]	expr	4	piece 1/2 of GET_QUEST ('frame', 3388); copy-out of GET_QUEST ('frame', 2996) (total MATCH)
7016B94F	WCMV	7016B91A	GET_QUEST	CONCAT-PIECE	a	EMIT			7016B94A 7016B94C 7016B94E	[@ac2, 175] = [@0x7016AF61:0, "    is immortal and posesses the ability to teleport to his\x0A    fortress (located in East Sarell) when his will so\x0A    dictates. Only after you have defeated Albion in battle\x0A"]	mixed	4	piece 2/2 of GET_QUEST ('frame', 3388)
7016B958	WCMV	7016B91A	GET_QUEST	COPY-STR-EXACT	a	EMIT			7016B951 7016B953 7016B955 7016B957	[@bp(ac3, 0xF74), 0x237] = [@bp(ac3, 0xD3C), 0x237]	expr	4	piece 1/2 of GET_QUEST ('frame', 3956); copy-out of GET_QUEST ('frame', 3388) (total MATCH)
7016B95E	WCMV	7016B91A	GET_QUEST	CONCAT-PIECE	a	EMIT			7016B959 7016B95B 7016B95D	[@ac2, 162] = [@0x7016AF0F:0, "    is access granted to his fortress. Once in the fortress an\x0A    alliance can be made with him.\x0A\x0AYour next quest is\x0Ato form an alliance with Albion the giant.\x0A\x0A"]	mixed	4	piece 2/2 of GET_QUEST ('frame', 3956)
7016B9FA	WCMV	7016B9E9	GET_QUEST	COPY-LIT-EXACT	a	EMIT			7016B9F3 7016B9F5 7016B9F7 7016B9F9	[@bp(ac3, 0xBB4), 175] = [@0x7016ADD1:0, "Eons ago, a great horde of White Dragons terrorized the\x0Aterritory of Dragonia. They possessed mystical powers and\x0Awere feared by all. Sir Leonard the Bold was given the quest\x0A"]	expr	4	piece 1/2 of GET_QUEST ('frame', 2996)
7016BA00	WCMV	7016B9E9	GET_QUEST	CONCAT-PIECE	a	EMIT			7016B9FB 7016B9FD 7016B9FF	[@ac2, 178] = [@0x7016AD77:0, "to rid the land of the White Dragons. He wisely sought out\x0Athe great and powerful wizard (what else can wizards be?)\x0ATerrak who fashioned a charmed sword dubbed \x22Dragon Slayer.\x0A\x22"]	mixed	4	piece 2/2 of GET_QUEST ('frame', 2996)
7016BA09	WCMV	7016B9E9	GET_QUEST	COPY-STR-EXACT	a	EMIT			7016BA02 7016BA04 7016BA06 7016BA08	[@bp(ac3, 0xD3C), 0x161] = [@bp(ac3, 0xBB4), 0x161]	expr	4	piece 1/2 of GET_QUEST ('frame', 3388); copy-out of GET_QUEST ('frame', 2996) (total MATCH)
7016BA0F	WCMV	7016B9E9	GET_QUEST	CONCAT-PIECE	a	EMIT			7016BA0A 7016BA0C 7016BA0E	[@ac2, 179] = [@0x7016AD1D:0, "Terrak commanded Sir Leonard to cast \x22Dragon Slayer\x22 deep into\x0Athe bowels of the earth upon fulfillment of the quest. The\x0Abrave knight slayed all known White Dragons and kept his\x0A"]	mixed	4	piece 2/2 of GET_QUEST ('frame', 3388)
7016BA18	WCMV	7016B9E9	GET_QUEST	COPY-STR-EXACT	a	EMIT			7016BA11 7016BA13 7016BA15 7016BA17	[@bp(ac3, 0xF74), 0x214] = [@bp(ac3, 0xD3C), 0x214]	expr	4	piece 1/2 of GET_QUEST ('frame', 3956); copy-out of GET_QUEST ('frame', 3388) (total MATCH)
7016BA1E	WCMV	7016B9E9	GET_QUEST	CONCAT-PIECE	a	EMIT			7016BA19 7016BA1B 7016BA1D	[@ac2, 152] = [@0x7016ACD1:0, "commitment to the wizard. Unbeknownst to him, one White\x0ADragon survived. Your quest is to retrieve \x22Dragon Slayer\x22\x0Aand finish the task of Sir Leonard.\x0A\x0A"]	mixed	4	piece 2/2 of GET_QUEST ('frame', 3956)
7016BA53	WCMV	7016BA42	GET_QUEST	COPY-LIT-EXACT	a	EMIT			7016BA4C 7016BA4E 7016BA50 7016BA52	[@bp(ac3, 0xA64), 160] = [@0x7016AC81:0, "A great voice thunders from the heavens:\x0A\x0A\x22The heathen prince Bristle the Banisher has stolen from\x0Amy most holy temple the Silver Chalice.  This pagan has been\x0A"]	expr	4	piece 1/2 of GET_QUEST ('frame', 2660)
7016BA59	WCMV	7016BA42	GET_QUEST	CONCAT-PIECE	a	EMIT			7016BA54 7016BA56 7016BA58	[@ac2, 175] = [@0x7016AC29:0, "desecrating the holy symbol by employing it in his profane\x0Aand orgiastic rituals.  Your next quest, my child, is to\x0Asearch out the Banisher, defeat him in battle, and recover\x0A"]	mixed	4	piece 2/2 of GET_QUEST ('frame', 2660)
7016BA62	WCMV	7016BA42	GET_QUEST	COPY-STR-EXACT	a	EMIT			7016BA5B 7016BA5D 7016BA5F 7016BA61	[@bp(ac3, 0xD3C), 0x14F] = [@bp(ac3, 0xA64), 0x14F]	expr	4	piece 1/2 of GET_QUEST ('frame', 3388)
7016BA68	WCMV	7016BA42	GET_QUEST	CONCAT-PIECE	a	EMIT			7016BA63 7016BA65 7016BA67	[@ac2, 135] = [@0x7016ABE5:0, "the symbol.  Upon possession, it will guide you back to its\x0Arightful place on the altar of the temple by the Light of\x0ARighteousness.\x22\x0A\x0A"]	mixed	4	piece 2/2 of GET_QUEST ('frame', 3388)
7016BB0D	WCMV	7016BB06	GET_QUEST	COPY-LIT-EXACT	a	EMIT			7016BB06 7016BB08 7016BB0A 7016BB0C	[@bp(ac3, 0xA64), 160] = [@0x7016AB95:0, "No wizard is complete without a faithful familiar.\x0AThe next quest involves obtaining a familiar. To charm\x0Aa familiar requires knowlege of a spell and a potion.\x0A"]	expr	4	piece 1/2 of GET_QUEST ('frame', 2660)
7016BB13	WCMV	7016BB06	GET_QUEST	CONCAT-PIECE	a	EMIT			7016BB0E 7016BB10 7016BB12	[@ac2, 175] = [@0x7016AB3D:0, "Maldork, the mind flayer, has the information necessary, but\x0Ahe has been withholding it until you have reached this level.\x0AYou will need to obtain a magic flask to gather the\x0A"]	mixed	4	piece 2/2 of GET_QUEST ('frame', 2660)
7016BB1C	WCMV	7016BB06	GET_QUEST	COPY-STR-EXACT	a	EMIT			7016BB15 7016BB17 7016BB19 7016BB1B	[@bp(ac3, 0xBB4), 0x14F] = [@bp(ac3, 0xA64), 0x14F]	expr	4	piece 1/2 of GET_QUEST ('frame', 2996)
7016BB22	WCMV	7016BB06	GET_QUEST	CONCAT-PIECE	a	EMIT			7016BB1D 7016BB1F 7016BB21	[@ac2, 29] = [@0x7016AB2D:0, "ingredients for the potion.\x0A\x0A"]	mixed	4	piece 2/2 of GET_QUEST ('frame', 2996)
7016BC09	WCMV	7016BBE3	GET_QUEST	COPY-LIT-EXACT	c	EMIT			7016BC04 7016BC06 7016BC08	[@bp(ac3, 0x5E0), 26] = [@0x7016AB0B:0, "The people of the city of "]	expr	4	piece 1/2 of GET_QUEST ('frame', 1504)
7016BC15	WCMV	7016BBE3	GET_QUEST	CONCAT-PIECE	c	EMIT			7016BC10 7016BC12 7016BC14	[@ac2, sx16(M16[((sx16(M16[((sx16(M16[0x70000216]) * 686) + M32[0x70000210] + 43)]) * 19) + M32[0x70000212] + 0x7C2)])] = [@((sx16(M16[((sx16(M16[0x70000216]) * 686) + M32[0x70000210] + 43)]) * 19) + M32[0x70000212] + 0x7C2), varying]	mixed	4	piece 2/2 of GET_QUEST ('frame', 1504)
7016BC1E	WCMV	7016BBE3	GET_QUEST	COPY-STR-EXACT	c	EMIT			7016BC17 7016BC19 7016BC1B 7016BC1D	[@bp(ac3, 0x4E8), (sx16(M16[((sx16(M16[((sx16(M16[0x70000216]) * 686) + M32[0x70000210] + 43)]) * 19) + M32[0x70000212] + 0x7C2)]) + 26)] = [@bp(ac3, 0x5E0), (sx16(M16[((sx16(M16[((sx16(M16[0x70000216]) * 686) + M32[0x70000210] + 43)]) * 19) + M32[0x70000212] + 0x7C2)]) + 26)]	expr	4	piece 1/2 of GET_QUEST ('frame', 1256); copy-out of GET_QUEST ('frame', 1504) (total MATCH)
7016BC24	WCMV	7016BBE3	GET_QUEST	CONCAT-PIECE	c	EMIT			7016BC1F 7016BC21 7016BC23	[@ac2, 114] = [@0x7016AAD1:0, " are surrounded by\x0Aa magical barrier and are starving to death.\x0AYour quest is to bring 15 rations of food to them\x0A"]	mixed	4	piece 2/2 of GET_QUEST ('frame', 1256)
7016D5EA	WCMV	7016D5E3	HELP	COPY-LIT-EXACT	a	EMIT			7016D5E3 7016D5E5 7016D5E7 7016D5E9	[@bp(ac3, 0x150), 164] = [@0x7016D3F9:0, "     - level ground    ff  - forest    ww  - shallow water\x0A WW  - deep water      mm  - foothill  MM  - mountain\x0A x   - road            ++  - ford      !!  - cliff\x0A"]	expr	4	piece 1/2 of HELP ('frame', 336)
7016D5F0	WCMV	7016D5E3	HELP	CONCAT-PIECE	a	EMIT			7016D5EB 7016D5ED 7016D5EF	[@ac2, 150] = [@0x7016D3AD:0, " \x22\x22  - swamp           ()  - cave      .   - desert\x0A #   - catapult        %%  - boat      []  - transporter\x0A II  - magic barrier   ~~  - magic fog\x0A\x0A\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 336)
7016D626	WCMV	7016D61F	HELP	COPY-LIT-EXACT	a	EMIT			7016D61F 7016D621 7016D623 7016D625	[@bp(ac3, 0x3C8), 217] = [@0x7016D2FB:0, "\x0C        Moving:\x0A\x0ATo move your character use either the cursor arrows\x0Aor the letters \x22N\x22, \x22S\x22, \x22E\x22 or \x22W\x22 to indicate the\x0Adirection to move. Home key will cause no movement.\x0A\x0A        Move Automatically:  [M command]\x0A\x0A"]	expr	4	piece 1/2 of HELP ('frame', 968)
7016D62C	WCMV	7016D61F	HELP	CONCAT-PIECE	a	EMIT			7016D627 7016D629 7016D62B	[@ac2, 248] = [@0x7016D27F:0, "To move automatically, input the direction and amount of moves\x0Adesired. This feature will move you double your input on roads,\x0Aand will end prematurely if you come in contact with an object\x0Aor being. ^C^A sequence will terminate a move automatic.\x0A\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 968)
7016D64E	WCMV	7016D647	HELP	COPY-LIT-EXACT	a	EMIT			7016D647 7016D649 7016D64B 7016D64D	[@bp(ac3, 0x150), 142] = [@0x7016D237:0, "\x0C        Commands:\x0A\x0AThe escape key will exit quest.\x0AThe erase page key will refresh the screen.\x0A A     -  attack\x0A R     -  release an object.\x0A"]	expr	4	piece 1/2 of HELP ('frame', 336)
7016D654	WCMV	7016D647	HELP	CONCAT-PIECE	a	EMIT			7016D64F 7016D651 7016D653	[@ac2, 137] = [@0x7016D1F1:0, " T     -  take an object from your castle.\x0A M     -  move automatic\x22.\x0A D     -  display spells status.\x0A G     -  allow use of a spyglass\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 336)
7016D65D	WCMV	7016D647	HELP	COPY-STR-EXACT	a	EMIT			7016D656 7016D658 7016D65A 7016D65C	[@bp(ac3, 0x3C8), 0x117] = [@bp(ac3, 0x150), 0x117]	expr	4	piece 1/2 of HELP ('frame', 968); copy-out of HELP ('frame', 336) (total MATCH)
7016D663	WCMV	7016D647	HELP	CONCAT-PIECE	a	EMIT			7016D65E 7016D660 7016D662	[@ac2, 125] = [@0x7016D1B1:0, " L     -  list all players, being allies or castle info.\x0A C     -  cast non-attack spell.\x0A Q     -  quit seiging any castle.\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 968)
7016D66C	WCMV	7016D647	HELP	COPY-STR-EXACT	a	EMIT			7016D665 7016D667 7016D669 7016D66B	[@bp(ac3, 0x770), 0x194] = [@bp(ac3, 0x3C8), 0x194]	expr	4	piece 1/2 of HELP ('frame', 1904)
7016D672	WCMV	7016D647	HELP	CONCAT-PIECE	a	EMIT			7016D66D 7016D66F 7016D671	[@ac2, 119] = [@0x7016D175:0, " X     -  allow castle rename within a castle.\x0A K     -  allow killing off of player.\x0A F     -  fire bow or cross bow.\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 1904)
7016D67B	WCMV	7016D647	HELP	COPY-STR-EXACT	a	EMIT			7016D674 7016D676 7016D678 7016D67A	[@bp(ac3, 0x97C), 0x20B] = [@bp(ac3, 0x770), 0x20B]	expr	4	piece 1/2 of HELP ('frame', 2428)
7016D681	WCMV	7016D647	HELP	CONCAT-PIECE	a	EMIT			7016D67C 7016D67E 7016D680	[@ac2, 134] = [@0x7016D131:0, " P     -  player alliances\x0A B     -  deal with backpack\x0A O     -  observe objects in your inventory\x0A ?     -  examine territory maps\x0A\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 2428)
7016D6A3	WCMV	7016D69C	HELP	COPY-LIT-EXACT	a	EMIT			7016D69C 7016D69E 7016D6A0 7016D6A2	[@bp(ac3, 0x150), 139] = [@0x7016D0EB:0, "\x0C        Attacking: [A command]\x0A\x0AWhen attacking a being, you may cast, fight or ignore.\x0A\x0A\x14Cast\x15 enables you to utilizes one of your spells\x0A"]	expr	4	piece 1/2 of HELP ('frame', 336)
7016D6A9	WCMV	7016D69C	HELP	CONCAT-PIECE	a	EMIT			7016D6A4 7016D6A6 7016D6A8	[@ac2, 168] = [@0x7016D097:0, "available (see \x22Spells\x22). \x0A\x0A\x14Fight\x15 attacks the being with a proportionate strength hit.\x0A\x0A\x14Bargain\x15 allows you to attempt a deal.\x0A\x0A\x14Ignore\x15 allows you to exit Attack.\x0A\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 336)
7016D7D7	WCMV	7016D7D0	HELP	COPY-LIT-EXACT	a	EMIT			7016D7D0 7016D7D2 7016D7D4 7016D7D6	[@bp(ac3, 100), 116] = [@0x7016CD55:0, "\x0A\x14Invisibility\x15     -  The fools the can no longer see you,\x0A                    but be wary of smarter opponents as\x0A"]	expr	4	piece 1/2 of HELP ('frame', 100)
7016D7DD	WCMV	7016D7D0	HELP	CONCAT-PIECE	a	EMIT			7016D7D8 7016D7DA 7016D7DC	[@ac2, 89] = [@0x7016CD27:0, "                    they can still see through your little\x0A                    disguise.\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 100)
7016D828	WCMV	7016D821	HELP	COPY-LIT-EXACT	a	EMIT			7016D821 7016D823 7016D825 7016D827	[@bp(ac3, 100), 123] = [@0x7016CC5B:0, "\x0A\x14Gaze into crystal\x15-  The crystal ball can be removed from its\x0A                    velvet bag to gaze upon the adventures\x0A"]	expr	4	piece 1/2 of HELP ('frame', 100)
7016D82E	WCMV	7016D821	HELP	CONCAT-PIECE	a	EMIT			7016D829 7016D82B 7016D82D	[@ac2, 103] = [@0x7016CC27:0, "                    of other players or see what forces\x0A                    surround a distant castle.\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 100)
7016D84D	WCMV	7016D846	HELP	COPY-LIT-EXACT	a	EMIT			7016D846 7016D848 7016D84A 7016D84C	[@bp(ac3, 100), 110] = [@0x7016CBEF:0, "\x0A\x14Protection\x15       -  The shimmering air lets everyone near\x0A                    you know that they are safe \x0A"]	expr	4	piece 1/2 of HELP ('frame', 100)
7016D853	WCMV	7016D846	HELP	CONCAT-PIECE	a	EMIT			7016D84E 7016D850 7016D852	[@ac2, 109] = [@0x7016CBB7:0, "                    within your field of protection. But\x0A                    they must stay in sight of you.\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 100)
7016D89E	WCMV	7016D897	HELP	COPY-LIT-EXACT	a	EMIT			7016D897 7016D899 7016D89B 7016D89D	[@bp(ac3, 100), 116] = [@0x7016CB05:0, "\x0A\x14Strength of ATLAS\x15-  New energy flows into you giving you \x0A                    extra strength. Alas,the effect is\x0A"]	expr	4	piece 1/2 of HELP ('frame', 100)
7016D8A4	WCMV	7016D897	HELP	CONCAT-PIECE	a	EMIT			7016D89F 7016D8A1 7016D8A3	[@ac2, 35] = [@0x7016CAF3:0, "                    not permanent.\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 100)
7016D8C3	WCMV	7016D8BC	HELP	COPY-LIT-EXACT	a	EMIT			7016D8BC 7016D8BE 7016D8C0 7016D8C2	[@bp(ac3, 100), 113] = [@0x7016CAB9:0, "\x0A\x14Wield death staff\x15-  Anyone next to you is about to die.\x0A                    Use this power wisely. GODs frown\x0A"]	expr	4	piece 1/2 of HELP ('frame', 100)
7016D8C9	WCMV	7016D8BC	HELP	CONCAT-PIECE	a	EMIT			7016D8C4 7016D8C6 7016D8C8	[@ac2, 55] = [@0x7016CA9D:0, "                    upon indiscriminate Death Dealers.\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 100)
7016D914	WCMV	7016D90D	HELP	COPY-LIT-EXACT	a	EMIT			7016D90D 7016D90F 7016D911 7016D913	[@bp(ac3, 100), 167] = [@0x7016C9D7:0, "\x0A\x14Call Healer\x15      -  A telepathic message is sent to\x0A                    the healer CARRONE, and she may come\x0A                    to your aid if you have previously\x0A"]	expr	4	piece 1/2 of HELP ('frame', 100)
7016D91A	WCMV	7016D90D	HELP	CONCAT-PIECE	a	EMIT			7016D915 7016D917 7016D919	[@ac2, 54] = [@0x7016C9BB:0, "                    established an alliance with her.\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 100)
7016DACB	WCMV	7016DAC4	HELP	COPY-LIT-EXACT	a	EMIT			7016DAC4 7016DAC6 7016DAC8 7016DACA	[@bp(ac3, 100), 86] = [@0x7016C56B:0, "\x0C        Firing: [F command]\x0A\x0AWhen firing at a being or catapult, you must first have\x0A"]	expr	4	piece 1/2 of HELP ('frame', 100)
7016DAD1	WCMV	7016DAC4	HELP	CONCAT-PIECE	a	EMIT			7016DACC 7016DACE 7016DAD0	[@ac2, 107] = [@0x7016C535:0, "previously purchased a bow or cross bow, and\x0Aeither regular arrows or poison arrows. After the \x22F\x22 command\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 100)
7016DADA	WCMV	7016DAC4	HELP	COPY-STR-EXACT	a	EMIT			7016DAD3 7016DAD5 7016DAD7 7016DAD9	[@bp(ac3, 0x3C8), 193] = [@bp(ac3, 100), 193]	expr	4	piece 1/2 of HELP ('frame', 968)
7016DAE0	WCMV	7016DAC4	HELP	CONCAT-PIECE	a	EMIT			7016DADB 7016DADD 7016DADF	[@ac2, 125] = [@0x7016C4F5:0, "is issued, the cursor will be placed under a target in range.\x0AHit the \x22P\x22 or \x22A\x22 indicating the arrow type to fire. Any other"]	mixed	4	piece 2/2 of HELP ('frame', 968)
7016DAE9	WCMV	7016DAC4	HELP	COPY-STR-EXACT	a	EMIT			7016DAE2 7016DAE4 7016DAE6 7016DAE8	[@bp(ac3, 0x59C), 0x13E] = [@bp(ac3, 0x3C8), 0x13E]	expr	4	piece 1/2 of HELP ('frame', 1436)
7016DAEF	WCMV	7016DAC4	HELP	CONCAT-PIECE	a	EMIT			7016DAEA 7016DAEC 7016DAEE	[@ac2, 55] = [@0x7016C4D9:0, "\x0Acharacter will advance the cursor to the next target.\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 1436)
7016DB11	WCMV	7016DB0A	HELP	COPY-LIT-EXACT	a	EMIT			7016DB0A 7016DB0C 7016DB0E 7016DB10	[@bp(ac3, 0x150), 130] = [@0x7016C497:0, "\x0C        Seige:\x0A\x0A\x09To lay seige upon a castle, attempt to enter the castle.\x0AThis aggressive act of war will enrage up to 10 castle\x0A"]	expr	4	piece 1/2 of HELP ('frame', 336)
7016DB17	WCMV	7016DB0A	HELP	CONCAT-PIECE	a	EMIT			7016DB12 7016DB14 7016DB16	[@ac2, 123] = [@0x7016C459:0, "knights to defend their realm. To quit seige (a cowardly act),\x0Ause the \x22Q\x22 command. This will not, however, discourage any\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 336)
7016DB20	WCMV	7016DB0A	HELP	COPY-STR-EXACT	a	EMIT			7016DB19 7016DB1B 7016DB1D 7016DB1F	[@bp(ac3, 0x3C8), 253] = [@bp(ac3, 0x150), 253]	expr	4	piece 1/2 of HELP ('frame', 968); copy-out of HELP ('frame', 336) (total MATCH)
7016DB26	WCMV	7016DB0A	HELP	CONCAT-PIECE	a	EMIT			7016DB21 7016DB23 7016DB25	[@ac2, 110] = [@0x7016C421:0, "active maddened knights in their pursuit of you.\x0A\x0A    The use of a catapult and/or battering ram is necessary\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 968)
7016DB2F	WCMV	7016DB0A	HELP	COPY-STR-EXACT	a	EMIT			7016DB28 7016DB2A 7016DB2C 7016DB2E	[@bp(ac3, 0x770), 0x16B] = [@bp(ac3, 0x3C8), 0x16B]	expr	4	piece 1/2 of HELP ('frame', 1904)
7016DB35	WCMV	7016DB0A	HELP	CONCAT-PIECE	a	EMIT			7016DB30 7016DB32 7016DB34	[@ac2, 125] = [@0x7016C3E1:0, "for a successful campaign. To use a catapult you must establish\x0Amagic control by taking and releasing the catapult. To start\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 1904)
7016DB3E	WCMV	7016DB0A	HELP	COPY-STR-EXACT	a	EMIT			7016DB37 7016DB39 7016DB3B 7016DB3D	[@bp(ac3, 0x97C), 0x1E8] = [@bp(ac3, 0x770), 0x1E8]	expr	4	piece 1/2 of HELP ('frame', 2428)
7016DB44	WCMV	7016DB0A	HELP	CONCAT-PIECE	a	EMIT			7016DB3F 7016DB41 7016DB43	[@ac2, 119] = [@0x7016C3A5:0, "the catapult firing on a castle, drop it within 4 moves from\x0Athe castle center. The closer the catapult is placed, the\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 2428)
7016DB4D	WCMV	7016DB0A	HELP	COPY-STR-EXACT	a	EMIT			7016DB46 7016DB48 7016DB4A 7016DB4C	[@bp(ac3, 0xEA4), 0x25F] = [@bp(ac3, 0x97C), 0x25F]	expr	4	piece 1/2 of HELP ('frame', 3748); copy-out of HELP ('frame', 2428) (total MATCH)
7016DB53	WCMV	7016DB0A	HELP	CONCAT-PIECE	a	EMIT			7016DB4E 7016DB50 7016DB52	[@ac2, 122] = [@0x7016C367:0, "harder it hits. The farther the catapult is placed the lessor\x0Athe possibility for having it flamed by the castle archers.\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 3748)
7016DB5C	WCMV	7016DB0A	HELP	COPY-STR-EXACT	a	EMIT			7016DB55 7016DB57 7016DB59 7016DB5B	[@bp(ac3, 0x1180), 0x2D9] = [@bp(ac3, 0xEA4), 0x2D9]	expr	4	piece 1/2 of HELP ('frame', 4480)
7016DB62	WCMV	7016DB0A	HELP	CONCAT-PIECE	a	EMIT			7016DB5D 7016DB5F 7016DB61	[@ac2, 168] = [@0x7016C313:0, "\x0A    To use a battering ram, simply bump the castle. Beware\x0Aof boiling oil.\x0A\x0A    The obtain knowledge spell will\x0Areport on the castle's percent of defenses remaining.\x0A\x0A"]	mixed	4	piece 2/2 of HELP ('frame', 4480)
7016DBE7	WCMV	7016DBDB	HELP	COPY-STR-EXACT+SUBSTR	a	EMIT			7016DBE0 7016DBE2 7016DBE3 7016DBE5	[@bp(ac3, 36), 30] = [@(0x70000266:1 + ((sx16(M16[wp(ac3, 16)]) * 24) + 1)), 30]	expr	5	piece 1/1 of HELP ('frame', 36)
7016DC46	WCMV	7016DC39	HELP	COPY-LIT-EXACT	a	EMIT			7016DC43 7016DC45	[@bp(ac3, 68), 2] = [@0x7016C2DC:0, "  "]	expr	4	piece 1/2 of HELP ('frame', 68)
7016DC4D	WCMV	7016DC39	HELP	CONCAT-PIECE+SUBSTR	a	EMIT			7016DC4A 7016DC4C	[@ac2, 4] = [@(0x70151623:1 + ((sx16(M16[wp(ac3, 16)]) * 4) - 3)), 4]	mixed	5	piece 2/2 of HELP ('frame', 68)
7016DC56	WCMV	7016DC39	HELP	COPY-STR-EXACT	a	EMIT			7016DC4F 7016DC51 7016DC53 7016DC55	[@bp(ac3, 100), 6] = [@bp(ac3, 68), 6]	expr	4	piece 1/2 of HELP ('frame', 100); copy-out of HELP ('frame', 68) (total MATCH)
7016DC5C	WCMV	7016DC39	HELP	CONCAT-PIECE	a	EMIT			7016DC57 7016DC59 7016DC5B	[@ac2, 5] = [@0x7016C2D9:0, "   | "]	mixed	4	piece 2/2 of HELP ('frame', 100)
7016DC65	WCMV	7016DC39	HELP	COPY-STR-EXACT	a	EMIT			7016DC5E 7016DC60 7016DC62 7016DC64	[@bp(ac3, 0x150), 11] = [@bp(ac3, 100), 11]	expr	4	piece 1/2 of HELP ('frame', 336)
7016DC6C	WCMV	7016DC39	HELP	CONCAT-PIECE	a	EMIT			7016DC66 7016DC69 7016DC6B	[@ac2, 30] = [@bp(ac3, 36), 30]	mixed	4	piece 2/2 of HELP ('frame', 336)
7016DC75	WCMV	7016DC39	HELP	COPY-STR-EXACT	a	EMIT			7016DC6E 7016DC70 7016DC72 7016DC74	[@bp(ac3, 100), 41] = [@bp(ac3, 0x150), 41]	expr	4	piece 1/2 of HELP ('frame', 100); copy-out of HELP ('frame', 336) (total MATCH)
7016DC7B	WCMV	7016DC39	HELP	CONCAT-PIECE	a	EMIT			7016DC76 7016DC78 7016DC7A	[@ac2, 3] = [@0x7016C2D7:0, "|  "]	mixed	4	piece 2/2 of HELP ('frame', 100)
7016DCA4	WCMV	7016DC94	HELP	COPY-STR-EXACT	a	EMIT			7016DCA1 7016DCA3	[@bp(ac3, 0x150), 44] = [@bp(ac3, 100), 44]	expr	4	piece 1/2 of HELP ('frame', 336)
